Period;Municipality;Neighbourhood;Sampling plot;Coordinates (Latitude);Coordinates (Longitude);Habitat type;Species;;;;;;;
Rainy period ;Aracaju;Jardins;Parcela 1;"10°56'55.9""S";"37°03'15.1""W";Parque Urbano;Subulina octona;;;;;;;
Rainy period ;Aracaju;Jardins;Parcela 1;"10°56'55.9""S";"37°03'15.1""W";Parque Urbano;Subulina octona;;;;;;;
Rainy period ;Aracaju;Jardins;Parcela 1;"10°56'55.9""S";"37°03'15.1""W";Parque Urbano;Subulina octona;;;;;;;
Rainy period ;Aracaju;Jardins;Parcela 1;"10°56'55.9""S";"37°03'15.1""W";Parque Urbano;Subulina octona;;;;;;;
Rainy period ;Aracaju;Jardins;Parcela 1;"10°56'55.9""S";"37°03'15.1""W";Parque Urbano;Subulina octona;;;;;;;
Rainy period ;Aracaju;Jardins;Parcela 1;"10°56'55.9""S";"37°03'15.1""W";Parque Urbano;Subulina octona;;;;;;;
Rainy period ;Aracaju;Jardins;Parcela 1;"10°56'55.9""S";"37°03'15.1""W";Parque Urbano;Subulina octona;;;;;;;
Rainy period ;Aracaju;Jardins;Parcela 1;"10°56'55.9""S";"37°03'15.1""W";Parque Urbano;Subulina octona;;;;;;;
Rainy period ;Aracaju;Jardins;Parcela 1;"10°56'55.9""S";"37°03'15.1""W";Parque Urbano;Subulina octona;;;;;;;
Rainy period ;Aracaju;Jardins;Parcela 1;"10°56'55.9""S";"37°03'15.1""W";Parque Urbano;Subulina octona;;;;;;;
Rainy period ;Aracaju;Jardins;Parcela 1;"10°56'55.9""S";"37°03'15.1""W";Parque Urbano;Subulina octona;;;;;;;
Rainy period ;Aracaju;Jardins;Parcela 1;"10°56'55.9""S";"37°03'15.1""W";Parque Urbano;Orthalicus sp.;;;;;;;
Rainy period ;Aracaju;Jardins;Parcela 1;"10°56'55.9""S";"37°03'15.1""W";Parque Urbano;Orthalicus sp.;;;;;;;
Rainy period ;Aracaju;Jardins;Parcela 1;"10°56'55.9""S";"37°03'15.1""W";Parque Urbano;Orthalicus sp.;;;;;;;
Rainy period ;Aracaju;Jardins;Parcela 1;"10°56'55.9""S";"37°03'15.1""W";Parque Urbano;Orthalicus sp.;;;;;;;
Rainy period ;Aracaju;Jardins;Parcela 1;"10°56'55.9""S";"37°03'15.1""W";Parque Urbano;Orthalicus sp.;;;;;;;
Rainy period ;Aracaju;Jardins;Parcela 1;"10°56'55.9""S";"37°03'15.1""W";Parque Urbano;Orthalicus sp.;;;;;;;
Rainy period ;Aracaju;Jardins;Parcela 1;"10°56'55.9""S";"37°03'15.1""W";Parque Urbano;Orthalicus sp.;;;;;;;
Rainy period ;Aracaju;Jardins;Parcela 1;"10°56'55.9""S";"37°03'15.1""W";Parque Urbano;Orthalicus sp.;;;;;;;
Rainy period ;Aracaju;Jardins;Parcela 1;"10°56'55.9""S";"37°03'15.1""W";Parque Urbano;Orthalicus sp.;;;;;;;
Rainy period ;Aracaju;Jardins;Parcela 1;"10°56'55.9""S";"37°03'15.1""W";Parque Urbano;Orthalicus sp.;;;;;;;
Rainy period ;Aracaju;Jardins;Parcela 1;"10°56'55.9""S";"37°03'15.1""W";Parque Urbano;Orthalicus sp.;;;;;;;
Rainy period ;Aracaju;Jardins;Parcela 1;"10°56'55.9""S";"37°03'15.1""W";Parque Urbano;Orthalicus sp.;;;;;;;
Rainy period ;Aracaju;Jardins;Parcela 1;"10°56'55.9""S";"37°03'15.1""W";Parque Urbano;Orthalicus sp.;;;;;;;
Rainy period ;Aracaju;Jardins;Parcela 1;"10°56'55.9""S";"37°03'15.1""W";Parque Urbano;Bulimulus tenuissimus;;;;;;;
Rainy period ;Aracaju;Jardins;Parcela 1;"10°56'55.9""S";"37°03'15.1""W";Parque Urbano;Bulimulus tenuissimus;;;;;;;
Rainy period ;Aracaju;Jardins;Parcela 1;"10°56'55.9""S";"37°03'15.1""W";Parque Urbano;Bulimulus tenuissimus;;;;;;;
Rainy period ;Aracaju;Jardins;Parcela 1;"10°56'55.9""S";"37°03'15.1""W";Parque Urbano;Bulimulus tenuissimus;;;;;;;
Rainy period ;Aracaju;Jardins;Parcela 1;"10°56'55.9""S";"37°03'15.1""W";Parque Urbano;Bulimulus tenuissimus;;;;;;;
Rainy period ;Aracaju;Jardins;Parcela 1;"10°56'55.9""S";"37°03'15.1""W";Parque Urbano;Bulimulus tenuissimus;;;;;;;
Rainy period ;Aracaju;Jardins;Parcela 1;"10°56'55.9""S";"37°03'15.1""W";Parque Urbano;Bulimulus tenuissimus;;;;;;;
Rainy period ;Aracaju;Jardins;Parcela 1;"10°56'55.9""S";"37°03'15.1""W";Parque Urbano;Bulimulus tenuissimus;;;;;;;
Rainy period ;Aracaju;Jardins;Parcela 1;"10°56'55.9""S";"37°03'15.1""W";Parque Urbano;Bulimulus tenuissimus;;;;;;;
Rainy period ;Aracaju;Jardins;Parcela 1;"10°56'55.9""S";"37°03'15.1""W";Parque Urbano;Bulimulus tenuissimus;;;;;;;
Rainy period ;Aracaju;Jardins;Parcela 1;"10°56'55.9""S";"37°03'15.1""W";Parque Urbano;Bulimulus tenuissimus;;;;;;;
Rainy period ;Aracaju;Jardins;Parcela 1;"10°56'55.9""S";"37°03'15.1""W";Parque Urbano;Bulimulus tenuissimus;;;;;;;
Rainy period ;Aracaju;Jardins;Parcela 1;"10°56'55.9""S";"37°03'15.1""W";Parque Urbano;Bulimulus tenuissimus;;;;;;;
Rainy period ;Aracaju;Jardins;Parcela 1;"10°56'55.9""S";"37°03'15.1""W";Parque Urbano;Bulimulus tenuissimus;;;;;;;
Rainy period ;Aracaju;Jardins;Parcela 1;"10°56'55.9""S";"37°03'15.1""W";Parque Urbano;Bulimulus tenuissimus;;;;;;;
Rainy period ;Aracaju;Jardins;Parcela 1;"10°56'55.9""S";"37°03'15.1""W";Parque Urbano;Bulimulus tenuissimus;;;;;;;
Rainy period ;Aracaju;Jardins;Parcela 1;"10°56'55.9""S";"37°03'15.1""W";Parque Urbano;Bulimulus tenuissimus;;;;;;;
Rainy period ;Aracaju;Jardins;Parcela 1;"10°56'55.9""S";"37°03'15.1""W";Parque Urbano;Bulimulus tenuissimus;;;;;;;
Rainy period ;Aracaju;Jardins;Parcela 1;"10°56'55.9""S";"37°03'15.1""W";Parque Urbano;Bulimulus tenuissimus;;;;;;;
Rainy period ;Aracaju;Jardins;Parcela 1;"10°56'55.9""S";"37°03'15.1""W";Parque Urbano;Bulimulus tenuissimus;;;;;;;
Rainy period ;Aracaju;Jardins;Parcela 1;"10°56'55.9""S";"37°03'15.1""W";Parque Urbano;Bulimulus tenuissimus;;;;;;;
Rainy period ;Aracaju;Jardins;Parcela 1;"10°56'55.9""S";"37°03'15.1""W";Parque Urbano;Bulimulus tenuissimus;;;;;;;
Rainy period ;Aracaju;Jardins;Parcela 1;"10°56'55.9""S";"37°03'15.1""W";Parque Urbano;Bulimulus tenuissimus;;;;;;;
Rainy period ;Aracaju;Jardins;Parcela 1;"10°56'55.9""S";"37°03'15.1""W";Parque Urbano;Bulimulus tenuissimus;;;;;;;
Rainy period ;Aracaju;Jardins;Parcela 1;"10°56'55.9""S";"37°03'15.1""W";Parque Urbano;Bulimulus tenuissimus;;;;;;;
Rainy period ;Aracaju;Jardins;Parcela 1;"10°56'55.9""S";"37°03'15.1""W";Parque Urbano;Bulimulus tenuissimus;;;;;;;
Rainy period ;Aracaju;Jardins;Parcela 1;"10°56'55.9""S";"37°03'15.1""W";Parque Urbano;Bulimulus tenuissimus;;;;;;;
Rainy period ;Aracaju;Jardins;Parcela 1;"10°56'55.9""S";"37°03'15.1""W";Parque Urbano;Bulimulus tenuissimus;;;;;;;
Rainy period ;Aracaju;Jardins;Parcela 1;"10°56'55.9""S";"37°03'15.1""W";Parque Urbano;Bulimulus tenuissimus;;;;;;;
Rainy period ;Aracaju;Jardins;Parcela 1;"10°56'55.9""S";"37°03'15.1""W";Parque Urbano;Bulimulus tenuissimus;;;;;;;
Rainy period ;Aracaju;Jardins;Parcela 1;"10°56'55.9""S";"37°03'15.1""W";Parque Urbano;Bulimulus tenuissimus;;;;;;;
Rainy period ;Aracaju;Jardins;Parcela 2;"10°56'46.7""S";"37°03'41.7""W";Terreno baldio;Bulimulus tenuissimus;;;;;;;
Rainy period ;Aracaju;Jardins;Parcela 2;"10°56'46.7""S";"37°03'41.7""W";Terreno baldio;Bulimulus tenuissimus;;;;;;;
Rainy period ;Aracaju;Jardins;Parcela 2;"10°56'46.7""S";"37°03'41.7""W";Terreno baldio;Bulimulus tenuissimus;;;;;;;
Rainy period ;Aracaju;Jardins;Parcela 2;"10°56'46.7""S";"37°03'41.7""W";Terreno baldio;Bulimulus tenuissimus;;;;;;;
Rainy period ;Aracaju;Jardins;Parcela 2;"10°56'46.7""S";"37°03'41.7""W";Terreno baldio;Bulimulus tenuissimus;;;;;;;
Rainy period ;Aracaju;Jardins;Parcela 2;"10°56'46.7""S";"37°03'41.7""W";Terreno baldio;Bulimulus tenuissimus;;;;;;;
Rainy period ;Aracaju;Jardins;Parcela 2;"10°56'46.7""S";"37°03'41.7""W";Terreno baldio;Bulimulus tenuissimus;;;;;;;
Rainy period ;Aracaju;Jardins;Parcela 2;"10°56'46.7""S";"37°03'41.7""W";Terreno baldio;Bulimulus tenuissimus;;;;;;;
Rainy period ;Aracaju;Jardins;Parcela 2;"10°56'46.7""S";"37°03'41.7""W";Terreno baldio;Bulimulus tenuissimus;;;;;;;
Rainy period ;Aracaju;Jardins;Parcela 2;"10°56'46.7""S";"37°03'41.7""W";Terreno baldio;Bulimulus tenuissimus;;;;;;;
Rainy period ;Aracaju;Jardins;Parcela 2;"10°56'46.7""S";"37°03'41.7""W";Terreno baldio;Bulimulus tenuissimus;;;;;;;
Rainy period ;Aracaju;Jardins;Parcela 2;"10°56'46.7""S";"37°03'41.7""W";Terreno baldio;Bulimulus tenuissimus;;;;;;;
Rainy period ;Aracaju;Jardins;Parcela 2;"10°56'46.7""S";"37°03'41.7""W";Terreno baldio;Bulimulus tenuissimus;;;;;;;
Rainy period ;Aracaju;Jardins;Parcela 2;"10°56'46.7""S";"37°03'41.7""W";Terreno baldio;Bulimulus tenuissimus;;;;;;;
Rainy period ;Aracaju;Jardins;Parcela 2;"10°56'46.7""S";"37°03'41.7""W";Terreno baldio;Bulimulus tenuissimus;;;;;;;
Rainy period ;Aracaju;Jardins;Parcela 2;"10°56'46.7""S";"37°03'41.7""W";Terreno baldio;Bulimulus tenuissimus;;;;;;;
Rainy period ;Aracaju;Jardins;Parcela 2;"10°56'46.7""S";"37°03'41.7""W";Terreno baldio;Bulimulus tenuissimus;;;;;;;
Rainy period ;Aracaju;Jardins;Parcela 2;"10°56'46.7""S";"37°03'41.7""W";Terreno baldio;Bulimulus tenuissimus;;;;;;;
Rainy period ;Aracaju;Jardins;Parcela 2;"10°56'46.7""S";"37°03'41.7""W";Terreno baldio;Bulimulus tenuissimus;;;;;;;
Rainy period ;Aracaju;Jardins;Parcela 2;"10°56'46.7""S";"37°03'41.7""W";Terreno baldio;Bulimulus tenuissimus;;;;;;;
Rainy period ;Aracaju;Jardins;Parcela 2;"10°56'46.7""S";"37°03'41.7""W";Terreno baldio;Bulimulus tenuissimus;;;;;;;
Rainy period ;Aracaju;Jardins;Parcela 2;"10°56'46.7""S";"37°03'41.7""W";Terreno baldio;Bulimulus tenuissimus;;;;;;;
Rainy period ;Aracaju;Jardins;Parcela 2;"10°56'46.7""S";"37°03'41.7""W";Terreno baldio;Bulimulus tenuissimus;;;;;;;
Rainy period ;Aracaju;Jardins;Parcela 2;"10°56'46.7""S";"37°03'41.7""W";Terreno baldio;Bulimulus tenuissimus;;;;;;;
Rainy period ;Aracaju;Jardins;Parcela 2;"10°56'46.7""S";"37°03'41.7""W";Terreno baldio;Bulimulus tenuissimus;;;;;;;
Rainy period ;Aracaju;Jardins;Parcela 2;"10°56'46.7""S";"37°03'41.7""W";Terreno baldio;Bulimulus tenuissimus;;;;;;;
Rainy period ;Aracaju;Jardins;Parcela 2;"10°56'46.7""S";"37°03'41.7""W";Terreno baldio;Bulimulus tenuissimus;;;;;;;
Rainy period ;Aracaju;Jardins;Parcela 2;"10°56'46.7""S";"37°03'41.7""W";Terreno baldio;Bulimulus tenuissimus;;;;;;;
Rainy period ;Aracaju;Jardins;Parcela 2;"10°56'46.7""S";"37°03'41.7""W";Terreno baldio;Bulimulus tenuissimus;;;;;;;
Rainy period ;Aracaju;Jardins;Parcela 2;"10°56'46.7""S";"37°03'41.7""W";Terreno baldio;Bulimulus tenuissimus;;;;;;;
Rainy period ;Aracaju;Jardins;Parcela 2;"10°56'46.7""S";"37°03'41.7""W";Terreno baldio;Bulimulus tenuissimus;;;;;;;
Rainy period ;Aracaju;Jardins;Parcela 2;"10°56'46.7""S";"37°03'41.7""W";Terreno baldio;Bulimulus tenuissimus;;;;;;;
Rainy period ;Aracaju;Jardins;Parcela 2;"10°56'46.7""S";"37°03'41.7""W";Terreno baldio;Bulimulus tenuissimus;;;;;;;
Rainy period ;Aracaju;Jardins;Parcela 2;"10°56'46.7""S";"37°03'41.7""W";Terreno baldio;Bulimulus tenuissimus;;;;;;;
Rainy period ;Aracaju;Jardins;Parcela 2;"10°56'46.7""S";"37°03'41.7""W";Terreno baldio;Bulimulus tenuissimus;;;;;;;
Rainy period ;Aracaju;Jardins;Parcela 2;"10°56'46.7""S";"37°03'41.7""W";Terreno baldio;Bulimulus tenuissimus;;;;;;;
Rainy period ;Aracaju;Jardins;Parcela 2;"10°56'46.7""S";"37°03'41.7""W";Terreno baldio;Bulimulus tenuissimus;;;;;;;
Rainy period ;Aracaju;Santa Maria;Parcela 2;"10°58'28.0""S";"37°06'16.5""W";Quintal;Streptartemon cookeanus;;;;;;;
Rainy period ;Aracaju;Santa Maria;Parcela 2;"10°58'28.0""S";"37°06'16.5""W";Quintal;Streptartemon cookeanus;;;;;;;
Rainy period ;Aracaju;Santa Maria;Parcela 2;"10°58'28.0""S";"37°06'16.5""W";Quintal;Streptartemon cookeanus;;;;;;;
Rainy period ;Aracaju;Santa Maria;Parcela 2;"10°58'28.0""S";"37°06'16.5""W";Quintal;Streptartemon cookeanus;;;;;;;
Rainy period ;Aracaju;Santa Maria;Parcela 2;"10°58'28.0""S";"37°06'16.5""W";Quintal;Streptartemon cookeanus;;;;;;;
Rainy period ;Aracaju;Santa Maria;Parcela 2;"10°58'28.0""S";"37°06'16.5""W";Quintal;Streptartemon cookeanus;;;;;;;
Rainy period ;Aracaju;Santa Maria;Parcela 2;"10°58'28.0""S";"37°06'16.5""W";Quintal;Streptartemon cookeanus;;;;;;;
Rainy period ;Aracaju;Santa Maria;Parcela 2;"10°58'28.0""S";"37°06'16.5""W";Quintal;Streptartemon cookeanus;;;;;;;
Rainy period ;Aracaju;Santa Maria;Parcela 2;"10°58'28.0""S";"37°06'16.5""W";Quintal;Streptartemon cookeanus;;;;;;;
Rainy period ;Aracaju;Santa Maria;Parcela 2;"10°58'28.0""S";"37°06'16.5""W";Quintal;Streptartemon cookeanus;;;;;;;
Rainy period ;Aracaju;Santa Maria;Parcela 2;"10°58'28.0""S";"37°06'16.5""W";Quintal;Streptartemon cookeanus;;;;;;;
Rainy period ;Aracaju;Santa Maria;Parcela 2;"10°58'28.0""S";"37°06'16.5""W";Quintal;Streptartemon cookeanus;;;;;;;
Rainy period ;Aracaju;Santa Maria;Parcela 2;"10°58'28.0""S";"37°06'16.5""W";Quintal;Streptartemon cookeanus;;;;;;;
Rainy period ;Aracaju;Santa Maria;Parcela 2;"10°58'28.0""S";"37°06'16.5""W";Quintal;Streptartemon cookeanus;;;;;;;
Rainy period ;Aracaju;Santa Maria;Parcela 2;"10°58'28.0""S";"37°06'16.5""W";Quintal;Streptartemon cookeanus;;;;;;;
Rainy period ;Aracaju;Santa Maria;Parcela 2;"10°58'28.0""S";"37°06'16.5""W";Quintal;Streptartemon cookeanus;;;;;;;
Rainy period ;Aracaju;Santa Maria;Parcela 2;"10°58'28.0""S";"37°06'16.5""W";Quintal;Streptartemon cookeanus;;;;;;;
Rainy period ;Aracaju;Santa Maria;Parcela 2;"10°58'28.0""S";"37°06'16.5""W";Quintal;Streptartemon cookeanus;;;;;;;
Rainy period ;Aracaju;Santa Maria;Parcela 2;"10°58'28.0""S";"37°06'16.5""W";Quintal;Streptartemon cookeanus;;;;;;;
Rainy period ;Aracaju;Santa Maria;Parcela 2;"10°58'28.0""S";"37°06'16.5""W";Quintal;Streptartemon cookeanus;;;;;;;
Rainy period ;Aracaju;Santa Maria;Parcela 1;"10°58'24.0""S";"37°06'16.0""W";Quintal;Bulimulus tenuissimus;;;;;;;
Rainy period ;Aracaju;Santa Maria;Parcela 1;"10°58'24.0""S";"37°06'16.0""W";Quintal;Bulimulus tenuissimus;;;;;;;
Rainy period ;Aracaju;Santa Maria;Parcela 2;"10°58'28.0""S";"37°06'16.5""W";Quintal;Bulimulus tenuissimus;;;;;;;
Rainy period ;Aracaju;Santa Maria;Parcela 2;"10°58'28.0""S";"37°06'16.5""W";Quintal;Bulimulus tenuissimus;;;;;;;
Rainy period ;Aracaju;Santa Maria;Parcela 2;"10°58'28.0""S";"37°06'16.5""W";Quintal;Bulimulus tenuissimus;;;;;;;
Rainy period ;Aracaju;Santa Maria;Parcela 2;"10°58'28.0""S";"37°06'16.5""W";Quintal;Bulimulus tenuissimus;;;;;;;
Rainy period ;Aracaju;Santa Maria;Parcela 2;"10°58'28.0""S";"37°06'16.5""W";Quintal;Bulimulus tenuissimus;;;;;;;
Rainy period ;Aracaju;Santa Maria;Parcela 2;"10°58'28.0""S";"37°06'16.5""W";Quintal;Bulimulus tenuissimus;;;;;;;
Rainy period ;Aracaju;Santa Maria;Parcela 2;"10°58'28.0""S";"37°06'16.5""W";Quintal;Bulimulus tenuissimus;;;;;;;
Rainy period ;Aracaju;Santa Maria;Parcela 2;"10°58'28.0""S";"37°06'16.5""W";Quintal;Bulimulus tenuissimus;;;;;;;
Rainy period ;Aracaju;Santa Maria;Parcela 2;"10°58'28.0""S";"37°06'16.5""W";Quintal;Bulimulus tenuissimus;;;;;;;
Rainy period ;Aracaju;Santa Maria;Parcela 2;"10°58'28.0""S";"37°06'16.5""W";Quintal;Bulimulus tenuissimus;;;;;;;
Rainy period ;Aracaju;Santa Maria;Parcela 2;"10°58'28.0""S";"37°06'16.5""W";Quintal;Bulimulus tenuissimus;;;;;;;
Rainy period ;Aracaju;Santa Maria;Parcela 2;"10°58'28.0""S";"37°06'16.5""W";Quintal;Bulimulus tenuissimus;;;;;;;
Rainy period ;Aracaju;Santa Maria;Parcela 2;"10°58'28.0""S";"37°06'16.5""W";Quintal;Bulimulus tenuissimus;;;;;;;
Rainy period ;Aracaju;Atalaia;Parcela 2;"10°59'36.0""S";"37°03'43.9""W";Terreno baldio;Subulina octona;;;;;;;
Rainy period ;Aracaju;Atalaia;Parcela 2;"10°59'36.0""S";"37°03'43.9""W";Terreno baldio;Subulina octona;;;;;;;
Rainy period ;Aracaju;Atalaia;Parcela 2;"10°59'36.0""S";"37°03'43.9""W";Terreno baldio;Subulina octona;;;;;;;
Rainy period ;Aracaju;Atalaia;Parcela 2;"10°59'36.0""S";"37°03'43.9""W";Terreno baldio;Subulina octona;;;;;;;
Rainy period ;Aracaju;Atalaia;Parcela 2;"10°59'36.0""S";"37°03'43.9""W";Terreno baldio;Subulina octona;;;;;;;
Rainy period ;Aracaju;Atalaia;Parcela 2;"10°59'36.0""S";"37°03'43.9""W";Terreno baldio;Subulina octona;;;;;;;
Rainy period ;Aracaju;Atalaia;Parcela 2;"10°59'36.0""S";"37°03'43.9""W";Terreno baldio;Subulina octona;;;;;;;
Rainy period ;Aracaju;Atalaia;Parcela 2;"10°59'36.0""S";"37°03'43.9""W";Terreno baldio;Subulina octona;;;;;;;
Rainy period ;Aracaju;Atalaia;Parcela 2;"10°59'36.0""S";"37°03'43.9""W";Terreno baldio;Subulina octona;;;;;;;
Rainy period ;Aracaju;Atalaia;Parcela 2;"10°59'36.0""S";"37°03'43.9""W";Terreno baldio;Subulina octona;;;;;;;
Rainy period ;Aracaju;Atalaia;Parcela 2;"10°59'36.0""S";"37°03'43.9""W";Terreno baldio;Subulina octona;;;;;;;
Rainy period ;Aracaju;Atalaia;Parcela 2;"10°59'36.0""S";"37°03'43.9""W";Terreno baldio;Subulina octona;;;;;;;
Rainy period ;Aracaju;Atalaia;Parcela 2;"10°59'36.0""S";"37°03'43.9""W";Terreno baldio;Subulina octona;;;;;;;
Rainy period ;Aracaju;Atalaia;Parcela 2;"10°59'36.0""S";"37°03'43.9""W";Terreno baldio;Subulina octona;;;;;;;
Rainy period ;Aracaju;Atalaia;Parcela 2;"10°59'36.0""S";"37°03'43.9""W";Terreno baldio;Subulina octona;;;;;;;
Rainy period ;Aracaju;Atalaia;Parcela 2;"10°59'36.0""S";"37°03'43.9""W";Terreno baldio;Subulina octona;;;;;;;
Rainy period ;Aracaju;Atalaia;Parcela 2;"10°59'36.0""S";"37°03'43.9""W";Terreno baldio;Subulina octona;;;;;;;
Rainy period ;Aracaju;Atalaia;Parcela 2;"10°59'36.0""S";"37°03'43.9""W";Terreno baldio;Subulina octona;;;;;;;
Rainy period ;Aracaju;Atalaia;Parcela 2;"10°59'36.0""S";"37°03'43.9""W";Terreno baldio;Subulina octona;;;;;;;
Rainy period ;Aracaju;Atalaia;Parcela 2;"10°59'36.0""S";"37°03'43.9""W";Terreno baldio;Subulina octona;;;;;;;
Rainy period ;Aracaju;Atalaia;Parcela 2;"10°59'36.0""S";"37°03'43.9""W";Terreno baldio;Subulina octona;;;;;;;
Rainy period ;Aracaju;Atalaia;Parcela 2;"10°59'36.0""S";"37°03'43.9""W";Terreno baldio;Subulina octona;;;;;;;
Rainy period ;Aracaju;Atalaia;Parcela 2;"10°59'36.0""S";"37°03'43.9""W";Terreno baldio;Subulina octona;;;;;;;
Rainy period ;Aracaju;Atalaia;Parcela 2;"10°59'36.0""S";"37°03'43.9""W";Terreno baldio;Subulina octona;;;;;;;
Rainy period ;Aracaju;Santa Maria;Parcela 1;"10°58'24.0""S";"37°06'16.0""W";Quintal;Subulina octona;;;;;;;
Rainy period ;Aracaju;Santa Maria;Parcela 2;"10°58'28.0""S";"37°06'16.5""W";Quintal;Subulina octona;;;;;;;
Rainy period ;Aracaju;Santa Maria;Parcela 2;"10°58'28.0""S";"37°06'16.5""W";Quintal;Subulina octona;;;;;;;
Rainy period ;Aracaju;Santa Maria;Parcela 2;"10°58'28.0""S";"37°06'16.5""W";Quintal;Subulina octona;;;;;;;
Rainy period ;Aracaju;Santa Maria;Parcela 2;"10°58'28.0""S";"37°06'16.5""W";Quintal;Subulina octona;;;;;;;
Rainy period ;Aracaju;Santa Maria;Parcela 2;"10°58'28.0""S";"37°06'16.5""W";Quintal;Subulina octona;;;;;;;
Rainy period ;Aracaju;Santa Maria;Parcela 2;"10°58'28.0""S";"37°06'16.5""W";Quintal;Subulina octona;;;;;;;
Rainy period ;Aracaju;Santa Maria;Parcela 2;"10°58'28.0""S";"37°06'16.5""W";Quintal;Subulina octona;;;;;;;
Rainy period ;Aracaju;Santa Maria;Parcela 2;"10°58'28.0""S";"37°06'16.5""W";Quintal;Subulina octona;;;;;;;
Rainy period ;Aracaju;Santa Maria;Parcela 2;"10°58'28.0""S";"37°06'16.5""W";Quintal;Subulina octona;;;;;;;
Rainy period ;Aracaju;Santa Maria;Parcela 2;"10°58'28.0""S";"37°06'16.5""W";Quintal;Subulina octona;;;;;;;
Rainy period ;Aracaju;Santa Maria;Parcela 2;"10°58'28.0""S";"37°06'16.5""W";Quintal;Subulina octona;;;;;;;
Rainy period ;Aracaju;Santa Maria;Parcela 2;"10°58'28.0""S";"37°06'16.5""W";Quintal;Subulina octona;;;;;;;
Rainy period ;Aracaju;Santa Maria;Parcela 2;"10°58'28.0""S";"37°06'16.5""W";Quintal;Subulina octona;;;;;;;
Rainy period ;Aracaju;Santa Maria;Parcela 2;"10°58'28.0""S";"37°06'16.5""W";Quintal;Subulina octona;;;;;;;
Rainy period ;Aracaju;Santa Maria;Parcela 2;"10°58'28.0""S";"37°06'16.5""W";Quintal;Subulina octona;;;;;;;
Rainy period ;Aracaju;Santa Maria;Parcela 2;"10°58'28.0""S";"37°06'16.5""W";Quintal;Subulina octona;;;;;;;
Rainy period ;Aracaju;Santa Maria;Parcela 2;"10°58'28.0""S";"37°06'16.5""W";Quintal;Subulina octona;;;;;;;
Rainy period ;Aracaju;Santa Maria;Parcela 2;"10°58'28.0""S";"37°06'16.5""W";Quintal;Subulina octona;;;;;;;
Rainy period ;Aracaju;Santa Maria;Parcela 2;"10°58'28.0""S";"37°06'16.5""W";Quintal;Subulina octona;;;;;;;
Rainy period ;Aracaju;Santa Maria;Parcela 2;"10°58'28.0""S";"37°06'16.5""W";Quintal;Subulina octona;;;;;;;
Rainy period ;Aracaju;Santa Maria;Parcela 2;"10°58'28.0""S";"37°06'16.5""W";Quintal;Subulina octona;;;;;;;
Rainy period ;Aracaju;Santa Maria;Parcela 2;"10°58'28.0""S";"37°06'16.5""W";Quintal;Subulina octona;;;;;;;
Rainy period ;Aracaju;Santa Maria;Parcela 2;"10°58'28.0""S";"37°06'16.5""W";Quintal;Subulina octona;;;;;;;
Rainy period ;Aracaju;Santa Maria;Parcela 2;"10°58'28.0""S";"37°06'16.5""W";Quintal;Subulina octona;;;;;;;
Rainy period ;Aracaju;Santa Maria;Parcela 2;"10°58'28.0""S";"37°06'16.5""W";Quintal;Subulina octona;;;;;;;
Rainy period ;Aracaju;Santa Maria;Parcela 2;"10°58'28.0""S";"37°06'16.5""W";Quintal;Subulina octona;;;;;;;
Rainy period ;Aracaju;Santa Maria;Parcela 2;"10°58'28.0""S";"37°06'16.5""W";Quintal;Subulina octona;;;;;;;
Rainy period ;Aracaju;Santa Maria;Parcela 2;"10°58'28.0""S";"37°06'16.5""W";Quintal;Subulina octona;;;;;;;
Rainy period ;Aracaju;Santa Maria;Parcela 2;"10°58'28.0""S";"37°06'16.5""W";Quintal;Subulina octona;;;;;;;
Rainy period ;Aracaju;Santa Maria;Parcela 2;"10°58'28.0""S";"37°06'16.5""W";Quintal;Subulina octona;;;;;;;
Rainy period ;Aracaju;Santa Maria;Parcela 2;"10°58'28.0""S";"37°06'16.5""W";Quintal;Subulina octona;;;;;;;
Rainy period ;Aracaju;Santa Maria;Parcela 2;"10°58'28.0""S";"37°06'16.5""W";Quintal;Subulina octona;;;;;;;
Rainy period ;Aracaju;Santa Maria;Parcela 2;"10°58'28.0""S";"37°06'16.5""W";Quintal;Subulina octona;;;;;;;
Rainy period ;Aracaju;Santa Maria;Parcela 2;"10°58'28.0""S";"37°06'16.5""W";Quintal;Subulina octona;;;;;;;
Rainy period ;Aracaju;Santa Maria;Parcela 2;"10°58'28.0""S";"37°06'16.5""W";Quintal;Subulina octona;;;;;;;
Rainy period ;Aracaju;Santa Maria;Parcela 2;"10°58'28.0""S";"37°06'16.5""W";Quintal;Subulina octona;;;;;;;
Rainy period ;Aracaju;Santa Maria;Parcela 2;"10°58'28.0""S";"37°06'16.5""W";Quintal;Subulina octona;;;;;;;
Rainy period ;Aracaju;Santa Maria;Parcela 2;"10°58'28.0""S";"37°06'16.5""W";Quintal;Subulina octona;;;;;;;
Rainy period ;Aracaju;Santa Maria;Parcela 2;"10°58'28.0""S";"37°06'16.5""W";Quintal;Subulina octona;;;;;;;
Rainy period ;Aracaju;Santa Maria;Parcela 2;"10°58'28.0""S";"37°06'16.5""W";Quintal;Omalonyx sp.;;;;;;;
Rainy period ;Aracaju;Santa Maria;Parcela 2;"10°58'28.0""S";"37°06'16.5""W";Quintal;Omalonyx sp.;;;;;;;
